"Publication No."	"Publication Title"	"CASRN"	"Test Article Name"	"Test Article No."	"Testing Status URL"	"Study No."	"Species"	"Sex"	"Route"	"Exposure"	"Organ"	"Level of Evidence"	"Tumor Type/Incidence"	"Finding Type"	"Lab"	"Peer Review Date"	"Description"
"75-09-2"	"R: 0,1000,2000,4000, M: 0,2000,4000 PPM/50 PER GROUP"	"Liver"	"TR-306"	"ADENOMA 10/50 14/49 14/49 OR CARCINOMA 13/50 15/49 26/49 COMBINED 22/50 24/49 33/49"	"Clear Evidence"	"Male"	"Inhalation"	"Mice"	"Battelle Northwest Laboratory"	"03/29/1985"	"Toxicology and Carcinogenesis Studies of Dichloromethane (Methylene Chloride) (CASRN 75-09-2) in F344/N Rats and B6C3F1 Mice (Inhalation Studies)"	"Neoplastic Lesions"	"C50102B"	"Methylene chloride"	"10030-H"	"http://ntp.niehs.nih.gov/go/TS-10030-H"	"Solvent in paint removers, degreasers, aerosol propellants, extraction solvent in food processing; pharmaceutical aid, component of fire extinguishing compound (HSDB 1990).   Associated with tobacco: reported either as a natural component of tobacco, pyrolysis product (in tobacco smoke), or additive for one or more types of tobacco products."
"75-09-2"	"R: 0,1000,2000,4000, M: 0,2000,4000 PPM/50 PER GROUP"	"Lung"	"TR-306"	"ALVEOLAR/BRONCHIOLAR ADENOMA 2/50 23/48 28/48; ALVEOLAR/BRONCHIOLAR CARCINOMA 1/50 13/48 29/48"	"Clear Evidence"	"Female"	"Inhalation"	"Mice"	"Battelle Northwest Laboratory"	"03/29/1985"	"Toxicology and Carcinogenesis Studies of Dichloromethane (Methylene Chloride) (CASRN 75-09-2) in F344/N Rats and B6C3F1 Mice (Inhalation Studies)"	"Neoplastic Lesions"	"C50102B"	"Methylene chloride"	"10030-H"	"http://ntp.niehs.nih.gov/go/TS-10030-H"	"Solvent in paint removers, degreasers, aerosol propellants, extraction solvent in food processing; pharmaceutical aid, component of fire extinguishing compound (HSDB 1990).   Associated with tobacco: reported either as a natural component of tobacco, pyrolysis product (in tobacco smoke), or additive for one or more types of tobacco products."
"75-09-2"	"R: 0,1000,2000,4000, M: 0,2000,4000 PPM/50 PER GROUP"	"Lung"	"TR-306"	"ALVEOLAR/BRONCHIOLAR ADENOMA 3/50 19/50 24/50; ALVEOLAR/BRONCHIOLAR CARCINOMA 2/50 10/50 28/50"	"Clear Evidence"	"Male"	"Inhalation"	"Mice"	"Battelle Northwest Laboratory"	"03/29/1985"	"Toxicology and Carcinogenesis Studies of Dichloromethane (Methylene Chloride) (CASRN 75-09-2) in F344/N Rats and B6C3F1 Mice (Inhalation Studies)"	"Neoplastic Lesions"	"C50102B"	"Methylene chloride"	"10030-H"	"http://ntp.niehs.nih.gov/go/TS-10030-H"	"Solvent in paint removers, degreasers, aerosol propellants, extraction solvent in food processing; pharmaceutical aid, component of fire extinguishing compound (HSDB 1990).   Associated with tobacco: reported either as a natural component of tobacco, pyrolysis product (in tobacco smoke), or additive for one or more types of tobacco products."
"75-09-2"	"R: 0,1000,2000,4000, M: 0,2000,4000 PPM/50 PER GROUP"	"Mammary Gland"	"TR-306"	"ADENOMA 0/50 0/50 0/50 1/50 OR FIBROADENOMA 5/50 11/50 13/50 22/50 COMBINED 5/50 11/50 13/50 23/50"	"Clear Evidence"	"Female"	"Inhalation"	"Rats"	"Battelle Northwest Laboratory"	"03/29/1985"	"Toxicology and Carcinogenesis Studies of Dichloromethane (Methylene Chloride) (CASRN 75-09-2) in F344/N Rats and B6C3F1 Mice (Inhalation Studies)"	"Neoplastic Lesions"	"C50102B"	"Methylene chloride"	"10030-H"	"http://ntp.niehs.nih.gov/go/TS-10030-H"	"Solvent in paint removers, degreasers, aerosol propellants, extraction solvent in food processing; pharmaceutical aid, component of fire extinguishing compound (HSDB 1990).   Associated with tobacco: reported either as a natural component of tobacco, pyrolysis product (in tobacco smoke), or additive for one or more types of tobacco products."
"75-09-2"	"R: 0,1000,2000,4000, M: 0,2000,4000 PPM/50 PER GROUP"	"Mammary Gland"	"TR-306"	"ADENOMA 0/50 0/50 0/50 1/50 OR FIBROADENOMA 0/50 0/50 2/50 4/50 COMBINED 0/50 0/50 2/50 5/50"	"Some Evidence"	"Male"	"Inhalation"	"Rats"	"Battelle Northwest Laboratory"	"03/29/1985"	"Toxicology and Carcinogenesis Studies of Dichloromethane (Methylene Chloride) (CASRN 75-09-2) in F344/N Rats and B6C3F1 Mice (Inhalation Studies)"	"Neoplastic Lesions"	"C50102B"	"Methylene chloride"	"10030-H"	"http://ntp.niehs.nih.gov/go/TS-10030-H"	"Solvent in paint removers, degreasers, aerosol propellants, extraction solvent in food processing; pharmaceutical aid, component of fire extinguishing compound (HSDB 1990).   Associated with tobacco: reported either as a natural component of tobacco, pyrolysis product (in tobacco smoke), or additive for one or more types of tobacco products."
"93-15-2"	"R&M:  0, 37, 75, OR 150 MG/KG; 50/SEX/SPECIES/GROUP"	"Forestomach"	"TR-491"	"SQUAMOUS CELL PAPILLOMA OR CARCINOMA 0/50 0/50 1/50 3/50"	"Equivocal Evidence"	"Female"	"Gavage"	"Rats"	"Battelle Columbus Laboratory"	"10/30/1998"	"Toxicology and Carcinogenesis Studies of Methyleugenol (CASRN 93-15-2) in F344/N Rats and B6C3F1 Mice (Gavage Studies)"	"May Have Been Related"	"C60991B"	"Methyleugenol"	"10265-L"	"http://ntp.niehs.nih.gov/go/TS-10265-L"	"Flavoring agent in foods and beverages; as a fragrance in cosmetics; as an insect attractant in eradication programs and as an anesthetic in rodents.    Associated with tobacco: reported either as a natural component of tobacco, pyrolysis product (in tobacco smoke), or additive for one or more types of tobacco products."
"93-15-2"	"R&M:  0, 37, 75, OR 150 MG/KG; 50/SEX/SPECIES/GROUP"	"Glandular Stomach"	"TR-491"	"MALIGNANT NEUROENDOCRINE TUMOR 0/49 0/48 0/49 2/50"	"Clear Evidence"	"Male"	"Gavage"	"Mice"	"Battelle Columbus Laboratory"	"10/30/1998"	"Toxicology and Carcinogenesis Studies of Methyleugenol (CASRN 93-15-2) in F344/N Rats and B6C3F1 Mice (Gavage Studies)"	"Neoplastic Lesions"	"C60991B"	"Methyleugenol"	"10265-L"	"http://ntp.niehs.nih.gov/go/TS-10265-L"	"Flavoring agent in foods and beverages; as a fragrance in cosmetics; as an insect attractant in eradication programs and as an anesthetic in rodents.    Associated with tobacco: reported either as a natural component of tobacco, pyrolysis product (in tobacco smoke), or additive for one or more types of tobacco products."
"93-15-2"	"R&M:  0, 37, 75, OR 150 MG/KG; 50/SEX/SPECIES/GROUP"	"Glandular Stomach"	"TR-491"	"BENIGN NEUROENDOCRINE TUMOR 0/50 0/50 13/50 9/50 5/50 OR MALIGNANT NEUROENDOCRINE TUMOR 0/50 1/50 12/50 26/50 36/50 COMBINED 0/50 1/50 25/50 34/50 41/50"	"Clear Evidence"	"Female"	"Gavage"	"Rats"	"Battelle Columbus Laboratory"	"10/30/1998"	"Toxicology and Carcinogenesis Studies of Methyleugenol (CASRN 93-15-2) in F344/N Rats and B6C3F1 Mice (Gavage Studies)"	"Neoplastic Lesions"	"C60991B"	"Methyleugenol"	"10265-L"	"http://ntp.niehs.nih.gov/go/TS-10265-L"	"Flavoring agent in foods and beverages; as a fragrance in cosmetics; as an insect attractant in eradication programs and as an anesthetic in rodents.    Associated with tobacco: reported either as a natural component of tobacco, pyrolysis product (in tobacco smoke), or additive for one or more types of tobacco products."
"93-15-2"	"R&M:  0, 37, 75, OR 150 MG/KG; 50/SEX/SPECIES/GROUP"	"Glandular Stomach"	"TR-491"	"BENIGN NEUROENDOCRINE TUMOR 1/50 0/50 0/50 3/50 2/50 OR MALIGNANT NEURENDOCRINE TUMOR 0/50 0/50 0/50 4/50 2/50 COMBINED 1/50 0/50 0/50 7/50 4/50"	"Clear Evidence"	"Male"	"Gavage"	"Rats"	"Battelle Columbus Laboratory"	"10/30/1998"	"Toxicology and Carcinogenesis Studies of Methyleugenol (CASRN 93-15-2) in F344/N Rats and B6C3F1 Mice (Gavage Studies)"	"Neoplastic Lesions"	"C60991B"	"Methyleugenol"	"10265-L"	"http://ntp.niehs.nih.gov/go/TS-10265-L"	"Flavoring agent in foods and beverages; as a fragrance in cosmetics; as an insect attractant in eradication programs and as an anesthetic in rodents.    Associated with tobacco: reported either as a natural component of tobacco, pyrolysis product (in tobacco smoke), or additive for one or more types of tobacco products."
"93-15-2"	"R&M:  0, 37, 75, OR 150 MG/KG; 50/SEX/SPECIES/GROUP"	"Kidney Tubular Cell"	"TR-491"	"ADENOMA (STANDARD AND EXTENDED COMBINED) 4/50 6/50 17/50 13/50 20/50"	"Clear Evidence"	"Male"	"Gavage"	"Rats"	"Battelle Columbus Laboratory"	"10/30/1998"	"Toxicology and Carcinogenesis Studies of Methyleugenol (CASRN 93-15-2) in F344/N Rats and B6C3F1 Mice (Gavage Studies)"	"Neoplastic Lesions"	"C60991B"	"Methyleugenol"	"10265-L"	"http://ntp.niehs.nih.gov/go/TS-10265-L"	"Flavoring agent in foods and beverages; as a fragrance in cosmetics; as an insect attractant in eradication programs and as an anesthetic in rodents.    Associated with tobacco: reported either as a natural component of tobacco, pyrolysis product (in tobacco smoke), or additive for one or more types of tobacco products."
"93-15-2"	"R&M:  0, 37, 75, OR 150 MG/KG; 50/SEX/SPECIES/GROUP"	"Liver"	"TR-491"	"ADENOMA 20/50 48/50 46/49 41/50 OR CARCINOMA 7/50 37/50 47/49 47/50 COMBINED 25/50 50/50 49/49 49/50; HEPATOBLASTOMA 0/50 6/50 11/49 15/50; HEPATOCHOLANGIOCARCINOMA 0/50 0/50 0/50 2/50"	"Clear Evidence"	"Female"	"Gavage"	"Mice"	"Battelle Columbus Laboratory"	"10/30/1998"	"Toxicology and Carcinogenesis Studies of Methyleugenol (CASRN 93-15-2) in F344/N Rats and B6C3F1 Mice (Gavage Studies)"	"Neoplastic Lesions"	"C60991B"	"Methyleugenol"	"10265-L"	"http://ntp.niehs.nih.gov/go/TS-10265-L"	"Flavoring agent in foods and beverages; as a fragrance in cosmetics; as an insect attractant in eradication programs and as an anesthetic in rodents.    Associated with tobacco: reported either as a natural component of tobacco, pyrolysis product (in tobacco smoke), or additive for one or more types of tobacco products."
"93-15-2"	"R&M:  0, 37, 75, OR 150 MG/KG; 50/SEX/SPECIES/GROUP"	"Liver"	"TR-491"	"ADENOMA 26/49 43/50 38/50 39/50 CARCINOMA 10/49 20/50 19/50 9/50 COMBINED 31/49 47/50 46/50 40/50; HEPATOBLASTOMA 0/49 0/50 1/50 3/50"	"Clear Evidence"	"Male"	"Gavage"	"Mice"	"Battelle Columbus Laboratory"	"10/30/1998"	"Toxicology and Carcinogenesis Studies of Methyleugenol (CASRN 93-15-2) in F344/N Rats and B6C3F1 Mice (Gavage Studies)"	"Neoplastic Lesions"	"C60991B"	"Methyleugenol"	"10265-L"	"http://ntp.niehs.nih.gov/go/TS-10265-L"	"Flavoring agent in foods and beverages; as a fragrance in cosmetics; as an insect attractant in eradication programs and as an anesthetic in rodents.    Associated with tobacco: reported either as a natural component of tobacco, pyrolysis product (in tobacco smoke), or additive for one or more types of tobacco products."
"93-15-2"	"R&M:  0, 37, 75, OR 150 MG/KG; 50/SEX/SPECIES/GROUP"	"Liver"	"TR-491"	"ADENOMA 1/50 8/50 11/49 33/49 43/50 OR CARCINOMA 0/50 0/50 4/49 8/49 22/50 COMBINED 1/50 8/50 14/49 34/49 43/50; HEPATOCHOLANGIOMA 0/50 0/50 0/49 0/49 8/50 OR HEPATOCHOLANGIOCARCINOMA 0/50 0/50 0/49 3/49 9/50 COMBINED 0/50 0/50 0/49 3/49 17/50"	"Clear Evidence"	"Female"	"Gavage"	"Rats"	"Battelle Columbus Laboratory"	"10/30/1998"	"Toxicology and Carcinogenesis Studies of Methyleugenol (CASRN 93-15-2) in F344/N Rats and B6C3F1 Mice (Gavage Studies)"	"Neoplastic Lesions"	"C60991B"	"Methyleugenol"	"10265-L"	"http://ntp.niehs.nih.gov/go/TS-10265-L"	"Flavoring agent in foods and beverages; as a fragrance in cosmetics; as an insect attractant in eradication programs and as an anesthetic in rodents.    Associated with tobacco: reported either as a natural component of tobacco, pyrolysis product (in tobacco smoke), or additive for one or more types of tobacco products."
"93-15-2"	"R&M:  0, 37, 75, OR 150 MG/KG; 50/SEX/SPECIES/GROUP"	"Liver"	"TR-491"	"ADENOMA 5/50 12/50 23/50 38/50 32/50 OR CARCINOMA 2/50 3/50 14/50 25/50 36/50 COMBINED 7/50 14/50 28/50 43/50 45/50; HEPATOCHOLANGIOMA 0/50 0/50 0/50 1/50 6/50 OR HEPATOCHOLANGIOCARCINOMA 0/50 0/50 1/50 1/50 7/50 COMBINED 0/50 0/50 1/50 2/50 13/50"	"Clear Evidence"	"Male"	"Gavage"	"Rats"	"Battelle Columbus Laboratory"	"10/30/1998"	"Toxicology and Carcinogenesis Studies of Methyleugenol (CASRN 93-15-2) in F344/N Rats and B6C3F1 Mice (Gavage Studies)"	"Neoplastic Lesions"	"C60991B"	"Methyleugenol"	"10265-L"	"http://ntp.niehs.nih.gov/go/TS-10265-L"	"Flavoring agent in foods and beverages; as a fragrance in cosmetics; as an insect attractant in eradication programs and as an anesthetic in rodents.    Associated with tobacco: reported either as a natural component of tobacco, pyrolysis product (in tobacco smoke), or additive for one or more types of tobacco products."
"93-15-2"	"R&M:  0, 37, 75, OR 150 MG/KG; 50/SEX/SPECIES/GROUP"	"Mammary Gland"	"TR-491"	"FIBROADENOMA 5/50 5/50 15/50 13/50 6/50"	"Clear Evidence"	"Male"	"Gavage"	"Rats"	"Battelle Columbus Laboratory"	"10/30/1998"	"Toxicology and Carcinogenesis Studies of Methyleugenol (CASRN 93-15-2) in F344/N Rats and B6C3F1 Mice (Gavage Studies)"	"Neoplastic Lesions"	"C60991B"	"Methyleugenol"	"10265-L"	"http://ntp.niehs.nih.gov/go/TS-10265-L"	"Flavoring agent in foods and beverages; as a fragrance in cosmetics; as an insect attractant in eradication programs and as an anesthetic in rodents.    Associated with tobacco: reported either as a natural component of tobacco, pyrolysis product (in tobacco smoke), or additive for one or more types of tobacco products."
"93-15-2"	"R&M:  0, 37, 75, OR 150 MG/KG; 50/SEX/SPECIES/GROUP"	"Mesothelium (Abdominal Cavity/Tunica Vaginalis)"	"TR-491"	"MESOTHELIOMA 1/50 3/50 5/50 12/50 5/50"	"Clear Evidence"	"Male"	"Gavage"	"Rats"	"Battelle Columbus Laboratory"	"10/30/1998"	"Toxicology and Carcinogenesis Studies of Methyleugenol (CASRN 93-15-2) in F344/N Rats and B6C3F1 Mice (Gavage Studies)"	"Neoplastic Lesions"	"C60991B"	"Methyleugenol"	"10265-L"	"http://ntp.niehs.nih.gov/go/TS-10265-L"	"Flavoring agent in foods and beverages; as a fragrance in cosmetics; as an insect attractant in eradication programs and as an anesthetic in rodents.    Associated with tobacco: reported either as a natural component of tobacco, pyrolysis product (in tobacco smoke), or additive for one or more types of tobacco products."
"93-15-2"	"R&M:  0, 37, 75, OR 150 MG/KG; 50/SEX/SPECIES/GROUP"	"Skin"	"TR-491"	"FIBROMA 1/50 9/50 8/50 5/50 4/50 OR FIBROMA OR FIBROSARCOMA 1/50 12/50 8/50 8/50 4/50"	"Clear Evidence"	"Male"	"Gavage"	"Rats"	"Battelle Columbus Laboratory"	"10/30/1998"	"Toxicology and Carcinogenesis Studies of Methyleugenol (CASRN 93-15-2) in F344/N Rats and B6C3F1 Mice (Gavage Studies)"	"Neoplastic Lesions"	"C60991B"	"Methyleugenol"	"10265-L"	"http://ntp.niehs.nih.gov/go/TS-10265-L"	"Flavoring agent in foods and beverages; as a fragrance in cosmetics; as an insect attractant in eradication programs and as an anesthetic in rodents.    Associated with tobacco: reported either as a natural component of tobacco, pyrolysis product (in tobacco smoke), or additive for one or more types of tobacco products."
"139-94-6"	"R: 0,625,1250, M: 0,2500,5000 PPM/50 PER GROUP"	""	"TR-146"	""	"Negative"	"Male"	"Dosed-Feed"	"Rats"	"Litton Bionetics, Inc."	"10/25/1978"	"Bioassay of Nithiazide for Possible Carcinogenicity (CASRN 139-94-6)"	""	"C03792"	"Nithiazide"	"10853-D"	"http://ntp.niehs.nih.gov/go/TS-10853-D"	"Antiprotozoal compound in veterinary medicine."
"139-94-6"	"R: 0,625,1250, M: 0,2500,5000 PPM/50 PER GROUP"	"Liver"	"TR-146"	"(ADENOMA OR CARCINOMA)"	"Equivocal"	"Female"	"Dosed-Feed"	"Mice"	"Litton Bionetics, Inc."	"10/25/1978"	"Bioassay of Nithiazide for Possible Carcinogenicity (CASRN 139-94-6)"	"Neoplastic Lesions"	"C03792"	"Nithiazide"	"10853-D"	"http://ntp.niehs.nih.gov/go/TS-10853-D"	"Antiprotozoal compound in veterinary medicine."
"139-94-6"	"R: 0,625,1250, M: 0,2500,5000 PPM/50 PER GROUP"	"Liver"	"TR-146"	"(ADENOMA OR CARCINOMA)"	"Positive"	"Male"	"Dosed-Feed"	"Mice"	"Litton Bionetics, Inc."	"10/25/1978"	"Bioassay of Nithiazide for Possible Carcinogenicity (CASRN 139-94-6)"	"Neoplastic Lesions"	"C03792"	"Nithiazide"	"10853-D"	"http://ntp.niehs.nih.gov/go/TS-10853-D"	"Antiprotozoal compound in veterinary medicine."
"139-94-6"	"R: 0,625,1250, M: 0,2500,5000 PPM/50 PER GROUP"	"Mammary Gland"	"TR-146"	"(FIBROADENOMA OR CYSTADENOMA)"	"Positive"	"Female"	"Dosed-Feed"	"Rats"	"Litton Bionetics, Inc."	"10/25/1978"	"Bioassay of Nithiazide for Possible Carcinogenicity (CASRN 139-94-6)"	"Neoplastic Lesions"	"C03792"	"Nithiazide"	"10853-D"	"http://ntp.niehs.nih.gov/go/TS-10853-D"	"Antiprotozoal compound in veterinary medicine."
"139-94-6"	"R: 0,625,1250, M: 0,2500,5000 PPM/50 PER GROUP"	"Skin"	"TR-146"	"(FIBROADENOMA OR CYSTADENOMA)"	"Positive"	"Female"	"Dosed-Feed"	"Rats"	"Litton Bionetics, Inc."	"10/25/1978"	"Bioassay of Nithiazide for Possible Carcinogenicity (CASRN 139-94-6)"	"Neoplastic Lesions"	"C03792"	"Nithiazide"	"10853-D"	"http://ntp.niehs.nih.gov/go/TS-10853-D"	"Antiprotozoal compound in veterinary medicine."
"59-87-0"	"R: 0,310,620, M: 0,150,310 PPM/50 PER GROUP"	""	"TR-337"	""	"No Evidence"	"Male"	"Dosed-Feed"	"Mice"	"Physiological Research Laboratory"	"07/14/1987"	"Toxicology and Carcinogenesis Studies of Nitrofurazone (CASRN 59-87-0) in F344/N Rats and B6C3F1 Mice (Feed Studies)"	""	"C56064"	"Nitrofurazone"	"10047-T"	"http://ntp.niehs.nih.gov/go/TS-10047-T"	"Antibacterial agent, sensitizer and food additive, experimental carcinogen"
"59-87-0"	"R: 0,310,620, M: 0,150,310 PPM/50 PER GROUP"	"Mammary Gland"	"TR-337"	"FIBROADENOMA 8/49 36/50 36/50"	"Clear Evidence"	"Female"	"Dosed-Feed"	"Rats"	"Physiological Research Laboratory"	"07/14/1987"	"Toxicology and Carcinogenesis Studies of Nitrofurazone (CASRN 59-87-0) in F344/N Rats and B6C3F1 Mice (Feed Studies)"	"Neoplastic Lesions"	"C56064"	"Nitrofurazone"	"10047-T"	"http://ntp.niehs.nih.gov/go/TS-10047-T"	"Antibacterial agent, sensitizer and food additive, experimental carcinogen"
"59-87-0"	"R: 0,310,620, M: 0,150,310 PPM/50 PER GROUP"	"Mesothelium (Abdominal Cavity/Tunica Vaginalis)"	"TR-337"	"MESOTHELIOMA 0/50 7/50 2/50"	"Equivocal Evidence"	"Male"	"Dosed-Feed"	"Rats"	"Physiological Research Laboratory"	"07/14/1987"	"Toxicology and Carcinogenesis Studies of Nitrofurazone (CASRN 59-87-0) in F344/N Rats and B6C3F1 Mice (Feed Studies)"	"Neoplastic Lesions"	"C56064"	"Nitrofurazone"	"10047-T"	"http://ntp.niehs.nih.gov/go/TS-10047-T"	"Antibacterial agent, sensitizer and food additive, experimental carcinogen"
"59-87-0"	"R: 0,310,620, M: 0,150,310 PPM/50 PER GROUP"	"Ovary"	"TR-337"	"GRANULOSA CELL TUMOR 1/47 4/50 9/50; BENIGN MIXED TUMORS 0/47 17/50 20/50"	"Clear Evidence"	"Female"	"Dosed-Feed"	"Mice"	"Physiological Research Laboratory"	"07/14/1987"	"Toxicology and Carcinogenesis Studies of Nitrofurazone (CASRN 59-87-0) in F344/N Rats and B6C3F1 Mice (Feed Studies)"	"Neoplastic Lesions"	"C56064"	"Nitrofurazone"	"10047-T"	"http://ntp.niehs.nih.gov/go/TS-10047-T"	"Antibacterial agent, sensitizer and food additive, experimental carcinogen"
"59-87-0"	"R: 0,310,620, M: 0,150,310 PPM/50 PER GROUP"	"Preputial Gland"	"TR-337"	"ADENOMA 8/50 8/50 2/50 OR CARCINOMA 1/50 8/50 5/50 COMBINED 9/50 16/50 7/50"	"Equivocal Evidence"	"Male"	"Dosed-Feed"	"Rats"	"Physiological Research Laboratory"	"07/14/1987"	"Toxicology and Carcinogenesis Studies of Nitrofurazone (CASRN 59-87-0) in F344/N Rats and B6C3F1 Mice (Feed Studies)"	"Neoplastic Lesions"	"C56064"	"Nitrofurazone"	"10047-T"	"http://ntp.niehs.nih.gov/go/TS-10047-T"	"Antibacterial agent, sensitizer and food additive, experimental carcinogen"
"59-87-0"	"R: 0,310,620, M: 0,150,310 PPM/50 PER GROUP"	"Skin"	"TR-337"	"SEBACEOUS GLAND ADENOMA 0/50 0/50 4/50; TRICHOEPITHELIOMA 0/50 0/50 1/50"	"Equivocal Evidence"	"Male"	"Dosed-Feed"	"Rats"	"Physiological Research Laboratory"	"07/14/1987"	"Toxicology and Carcinogenesis Studies of Nitrofurazone (CASRN 59-87-0) in F344/N Rats and B6C3F1 Mice (Feed Studies)"	"Neoplastic Lesions"	"C56064"	"Nitrofurazone"	"10047-T"	"http://ntp.niehs.nih.gov/go/TS-10047-T"	"Antibacterial agent, sensitizer and food additive, experimental carcinogen"
"75-52-5"	"R: 0, 94, 188, OR 375 PPM; 50/GROUP  M: 0, 188, 375, OR 750 PPM; 50/GROUP"	""	"TR-461"	""	"No Evidence"	"Male"	"Inhalation"	"Rats"	"Battelle Northwest Laboratory"	"12/05/1995"	"Toxicology and Carcinogenesis Studies of Nitromethane (CASRN 75-52-5) in F344 Rats and B6C3F1 Mice (Inhalation Studies)"	""	"C61927"	"Nitromethane"	"10851-V"	"http://ntp.niehs.nih.gov/go/TS-10851-V"	"Fuel additive and propellant; synthesis intermediate for agricultural fumigants,  intermediate for nitro and amino alcohols, biocides, and other products; cellulosic compound solvent; explosive in mining, oil-well drilling, and seismic exploration. Detected in air, surface and drinking water, and in cigarette smoke. Associated with tobacco: reported either as a natural component of tobacco, pyrolysis product (in tobacco smoke), or additive for one or more types of tobacco products."
"75-52-5"	"R: 0, 94, 188, OR 375 PPM; 50/GROUP  M: 0, 188, 375, OR 750 PPM; 50/GROUP"	"Harderian Gland"	"TR-461"	"ADENOMA 5/50 7/50 16/50 19/50 OR CARCINOMA 1/50 2/50 4/50 3/50 COMBINED 6/50 9/50 20/50 21/50"	"Clear Evidence"	"Female"	"Inhalation"	"Mice"	"Battelle Northwest Laboratory"	"12/05/1995"	"Toxicology and Carcinogenesis Studies of Nitromethane (CASRN 75-52-5) in F344 Rats and B6C3F1 Mice (Inhalation Studies)"	"Neoplastic Lesions"	"C61927"	"Nitromethane"	"10851-V"	"http://ntp.niehs.nih.gov/go/TS-10851-V"	"Fuel additive and propellant; synthesis intermediate for agricultural fumigants,  intermediate for nitro and amino alcohols, biocides, and other products; cellulosic compound solvent; explosive in mining, oil-well drilling, and seismic exploration. Detected in air, surface and drinking water, and in cigarette smoke. Associated with tobacco: reported either as a natural component of tobacco, pyrolysis product (in tobacco smoke), or additive for one or more types of tobacco products."
"75-52-5"	"R: 0, 94, 188, OR 375 PPM; 50/GROUP  M: 0, 188, 375, OR 750 PPM; 50/GROUP"	"Harderian Gland"	"TR-461"	"ADENOMA 9/50 10/50 19/50 32/50 OR CARCINOMA 1/50 1/50 6/50 5/50 COMBINED 10/50 11/50 25/50 37/50"	"Clear Evidence"	"Male"	"Inhalation"	"Mice"	"Battelle Northwest Laboratory"	"12/05/1995"	"Toxicology and Carcinogenesis Studies of Nitromethane (CASRN 75-52-5) in F344 Rats and B6C3F1 Mice (Inhalation Studies)"	"Neoplastic Lesions"	"C61927"	"Nitromethane"	"10851-V"	"http://ntp.niehs.nih.gov/go/TS-10851-V"	"Fuel additive and propellant; synthesis intermediate for agricultural fumigants,  intermediate for nitro and amino alcohols, biocides, and other products; cellulosic compound solvent; explosive in mining, oil-well drilling, and seismic exploration. Detected in air, surface and drinking water, and in cigarette smoke. Associated with tobacco: reported either as a natural component of tobacco, pyrolysis product (in tobacco smoke), or additive for one or more types of tobacco products."
"75-52-5"	"R: 0, 94, 188, OR 375 PPM; 50/GROUP  M: 0, 188, 375, OR 750 PPM; 50/GROUP"	"Liver"	"TR-461"	"ADENOMA 14/50 25/50 17/50 35/50 OR CARCINOMA 10/50 14/50 8/50 12/50 COMBINED 19/50 34/50 22/50 40/50"	"Clear Evidence"	"Female"	"Inhalation"	"Mice"	"Battelle Northwest Laboratory"	"12/05/1995"	"Toxicology and Carcinogenesis Studies of Nitromethane (CASRN 75-52-5) in F344 Rats and B6C3F1 Mice (Inhalation Studies)"	"Neoplastic Lesions"	"C61927"	"Nitromethane"	"10851-V"	"http://ntp.niehs.nih.gov/go/TS-10851-V"	"Fuel additive and propellant; synthesis intermediate for agricultural fumigants,  intermediate for nitro and amino alcohols, biocides, and other products; cellulosic compound solvent; explosive in mining, oil-well drilling, and seismic exploration. Detected in air, surface and drinking water, and in cigarette smoke. Associated with tobacco: reported either as a natural component of tobacco, pyrolysis product (in tobacco smoke), or additive for one or more types of tobacco products."
"75-52-5"	"R: 0, 94, 188, OR 375 PPM; 50/GROUP  M: 0, 188, 375, OR 750 PPM; 50/GROUP"	"Lung"	"TR-461"	"ALVEOLAR/BRONCHIOLAR ADENOMA 3/50 3/50 2/50 9/50 OR ALVEOLAR/BRONCHIOLAR CARCINOMA 0/50 3/50 5/50 3/50 COMBINED 3/50 6/50 6/50 12/50"	"Clear Evidence"	"Female"	"Inhalation"	"Mice"	"Battelle Northwest Laboratory"	"12/05/1995"	"Toxicology and Carcinogenesis Studies of Nitromethane (CASRN 75-52-5) in F344 Rats and B6C3F1 Mice (Inhalation Studies)"	"Neoplastic Lesions"	"C61927"	"Nitromethane"	"10851-V"	"http://ntp.niehs.nih.gov/go/TS-10851-V"	"Fuel additive and propellant; synthesis intermediate for agricultural fumigants,  intermediate for nitro and amino alcohols, biocides, and other products; cellulosic compound solvent; explosive in mining, oil-well drilling, and seismic exploration. Detected in air, surface and drinking water, and in cigarette smoke. Associated with tobacco: reported either as a natural component of tobacco, pyrolysis product (in tobacco smoke), or additive for one or more types of tobacco products."
