"dsstox_substance_id","casrn","preferred_name","study_id","study_source","species","admin_route","study_type","study_type_guideline","processed","dose_start","dose_start_unit","dose_end","dose_end_unit","tested_status","reported_status","endpoint_id","endpoint_category","endpoint_type","endpoint_target"
DTXSID2035726,"32289-58-0",Polihexanide,6109,opp_der,mouse,Oral,CHR,Carcinogenicity,1,0,week,104,week,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID2035726,"32289-58-0",Polihexanide,6109,opp_der,mouse,Oral,CHR,Carcinogenicity,1,0,week,104,week,1,1,346,systemic,pathology gross,mammary gland
DTXSID2035726,"32289-58-0",Polihexanide,6110,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,week,105,week,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID2035726,"32289-58-0",Polihexanide,6110,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,week,105,week,1,1,346,systemic,pathology gross,mammary gland
DTXSID8024652,"52-51-7",Bronopol,6183,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,week,104,week,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID8024652,"52-51-7",Bronopol,6183,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,week,104,week,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID8024652,"52-51-7",Bronopol,6183,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,week,104,week,1,1,346,systemic,pathology gross,mammary gland
DTXSID8024652,"52-51-7",Bronopol,6183,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,week,104,week,1,0,346,systemic,pathology gross,mammary gland
DTXSID7021237,"50-55-5",Reserpine,6211,ntp,rat,Oral,CHR,Carcinogenicity,1,0,day,103,week,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID7021237,"50-55-5",Reserpine,6211,ntp,rat,Oral,CHR,Carcinogenicity,1,0,day,103,week,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID7021237,"50-55-5",Reserpine,6211,ntp,rat,Oral,CHR,Carcinogenicity,1,0,day,103,week,1,1,346,systemic,pathology gross,mammary gland
DTXSID7021237,"50-55-5",Reserpine,6211,ntp,rat,Oral,CHR,Carcinogenicity,1,0,day,103,week,1,0,346,systemic,pathology gross,mammary gland
DTXSID7021237,"50-55-5",Reserpine,6212,ntp,mouse,Oral,CHR,Carcinogenicity,1,0,day,103,week,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID7021237,"50-55-5",Reserpine,6212,ntp,mouse,Oral,CHR,Carcinogenicity,1,0,day,103,week,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID7021237,"50-55-5",Reserpine,6212,ntp,mouse,Oral,CHR,Carcinogenicity,1,0,day,103,week,1,1,346,systemic,pathology gross,mammary gland
DTXSID7021237,"50-55-5",Reserpine,6212,ntp,mouse,Oral,CHR,Carcinogenicity,1,0,day,103,week,1,0,346,systemic,pathology gross,mammary gland
DTXSID9020453,"60-57-1",Dieldrin,6218,ntp,rat,Oral,CHR,Carcinogenicity,1,0,day,105,week,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID9020453,"60-57-1",Dieldrin,6218,ntp,rat,Oral,CHR,Carcinogenicity,1,0,day,105,week,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID9020453,"60-57-1",Dieldrin,6218,ntp,rat,Oral,CHR,Carcinogenicity,1,0,day,105,week,1,0,346,systemic,pathology gross,mammary gland
DTXSID9020453,"60-57-1",Dieldrin,6218,ntp,rat,Oral,CHR,Carcinogenicity,1,0,day,105,week,1,1,346,systemic,pathology gross,mammary gland
DTXSID8024523,"63-05-8","4-Androstene-3,17-dione",6225,ntp,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,104,week,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID8024523,"63-05-8","4-Androstene-3,17-dione",6225,ntp,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,104,week,1,1,346,systemic,pathology gross,mammary gland
DTXSID8024523,"63-05-8","4-Androstene-3,17-dione",6226,ntp,mouse,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,104,week,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID8024523,"63-05-8","4-Androstene-3,17-dione",6226,ntp,mouse,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,104,week,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID8024523,"63-05-8","4-Androstene-3,17-dione",6226,ntp,mouse,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,104,week,1,1,346,systemic,pathology gross,mammary gland
DTXSID8024523,"63-05-8","4-Androstene-3,17-dione",6226,ntp,mouse,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,104,week,1,0,346,systemic,pathology gross,mammary gland
DTXSID9021427,"51-79-6",Urethane,6240,ntp,mouse,Oral,CHR,Carcinogenicity,1,0,day,2,year,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID9021427,"51-79-6",Urethane,6240,ntp,mouse,Oral,CHR,Carcinogenicity,1,0,day,2,year,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID9021427,"51-79-6",Urethane,6240,ntp,mouse,Oral,CHR,Carcinogenicity,1,0,day,2,year,1,1,346,systemic,pathology gross,mammary gland
DTXSID9021427,"51-79-6",Urethane,6240,ntp,mouse,Oral,CHR,Carcinogenicity,1,0,day,2,year,1,0,346,systemic,pathology gross,mammary gland
DTXSID7020972,"67-20-9",Nitrofurantoin,6247,ntp,rat,Oral,CHR,Carcinogenicity,1,0,day,2,year,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID7020972,"67-20-9",Nitrofurantoin,6247,ntp,rat,Oral,CHR,Carcinogenicity,1,0,day,2,year,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID7020972,"67-20-9",Nitrofurantoin,6247,ntp,rat,Oral,CHR,Carcinogenicity,1,0,day,2,year,1,1,346,systemic,pathology gross,mammary gland
DTXSID7020972,"67-20-9",Nitrofurantoin,6247,ntp,rat,Oral,CHR,Carcinogenicity,1,0,day,2,year,1,0,346,systemic,pathology gross,mammary gland
DTXSID7020972,"67-20-9",Nitrofurantoin,6249,ntp,mouse,Oral,CHR,Carcinogenicity,1,0,day,2,year,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID7020972,"67-20-9",Nitrofurantoin,6249,ntp,mouse,Oral,CHR,Carcinogenicity,1,0,day,2,year,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID7020972,"67-20-9",Nitrofurantoin,6249,ntp,mouse,Oral,CHR,Carcinogenicity,1,0,day,2,year,1,1,346,systemic,pathology gross,mammary gland
DTXSID7020972,"67-20-9",Nitrofurantoin,6249,ntp,mouse,Oral,CHR,Carcinogenicity,1,0,day,2,year,1,0,346,systemic,pathology gross,mammary gland
DTXSID1023235,"69-65-8",D-Mannitol,6255,ntp,rat,Oral,CHR,Carcinogenicity,1,0,day,103,week,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID1023235,"69-65-8",D-Mannitol,6255,ntp,rat,Oral,CHR,Carcinogenicity,1,0,day,103,week,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID1023235,"69-65-8",D-Mannitol,6255,ntp,rat,Oral,CHR,Carcinogenicity,1,0,day,103,week,1,1,346,systemic,pathology gross,mammary gland
DTXSID1023235,"69-65-8",D-Mannitol,6255,ntp,rat,Oral,CHR,Carcinogenicity,1,0,day,103,week,1,0,346,systemic,pathology gross,mammary gland
DTXSID1023235,"69-65-8",D-Mannitol,6256,ntp,mouse,Oral,CHR,Carcinogenicity,1,0,day,103,week,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID1023235,"69-65-8",D-Mannitol,6256,ntp,mouse,Oral,CHR,Carcinogenicity,1,0,day,103,week,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID1023235,"69-65-8",D-Mannitol,6256,ntp,mouse,Oral,CHR,Carcinogenicity,1,0,day,103,week,1,1,346,systemic,pathology gross,mammary gland
DTXSID1023235,"69-65-8",D-Mannitol,6256,ntp,mouse,Oral,CHR,Carcinogenicity,1,0,day,103,week,1,0,346,systemic,pathology gross,mammary gland
DTXSID5020863,"41372-08-1",Methyldopa sesquihydrate,6273,ntp,rat,Oral,CHR,Carcinogenicity,1,0,day,103,week,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID5020863,"41372-08-1",Methyldopa sesquihydrate,6273,ntp,rat,Oral,CHR,Carcinogenicity,1,0,day,103,week,1,1,346,systemic,pathology gross,mammary gland
DTXSID5020863,"41372-08-1",Methyldopa sesquihydrate,6275,ntp,mouse,Oral,CHR,Carcinogenicity,1,0,day,103,week,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID5020863,"41372-08-1",Methyldopa sesquihydrate,6275,ntp,mouse,Oral,CHR,Carcinogenicity,1,0,day,103,week,1,1,346,systemic,pathology gross,mammary gland
DTXSID5020811,"7487-94-7",Mercuric chloride,6290,ntp,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,2,year,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID5020811,"7487-94-7",Mercuric chloride,6290,ntp,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,2,year,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID5020811,"7487-94-7",Mercuric chloride,6290,ntp,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,2,year,1,0,346,systemic,pathology gross,mammary gland
DTXSID5020811,"7487-94-7",Mercuric chloride,6290,ntp,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,2,year,1,1,346,systemic,pathology gross,mammary gland
DTXSID5020811,"7487-94-7",Mercuric chloride,6291,ntp,mouse,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,2,year,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID5020811,"7487-94-7",Mercuric chloride,6291,ntp,mouse,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,2,year,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID5020811,"7487-94-7",Mercuric chloride,6291,ntp,mouse,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,2,year,1,0,346,systemic,pathology gross,mammary gland
DTXSID5020811,"7487-94-7",Mercuric chloride,6291,ntp,mouse,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,2,year,1,1,346,systemic,pathology gross,mammary gland
DTXSID7020895,"2385-85-5",Mirex,6306,ntp,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,2,year,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID7020895,"2385-85-5",Mirex,6306,ntp,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,2,year,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID7020895,"2385-85-5",Mirex,6306,ntp,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,2,year,1,1,346,systemic,pathology gross,mammary gland
DTXSID7020895,"2385-85-5",Mirex,6306,ntp,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,2,year,1,0,346,systemic,pathology gross,mammary gland
DTXSID3021358,"1156-19-0",Tolazamide,6308,ntp,rat,Oral,CHR,Carcinogenicity,0,0,day,2,year,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID3021358,"1156-19-0",Tolazamide,6308,ntp,rat,Oral,CHR,Carcinogenicity,0,0,day,2,year,1,1,346,systemic,pathology gross,mammary gland
DTXSID3021358,"1156-19-0",Tolazamide,6309,ntp,mouse,Oral,CHR,Carcinogenicity,1,0,day,2,year,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID3021358,"1156-19-0",Tolazamide,6309,ntp,mouse,Oral,CHR,Carcinogenicity,1,0,day,2,year,1,1,346,systemic,pathology gross,mammary gland
DTXSID9020299,"510-15-6",Chlorobenzilate,6318,ntp,rat,Oral,CHR,Carcinogenicity,1,0,day,78,week,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID9020299,"510-15-6",Chlorobenzilate,6318,ntp,rat,Oral,CHR,Carcinogenicity,1,0,day,78,week,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID9020299,"510-15-6",Chlorobenzilate,6318,ntp,rat,Oral,CHR,Carcinogenicity,1,0,day,78,week,1,0,346,systemic,pathology gross,mammary gland
DTXSID9020299,"510-15-6",Chlorobenzilate,6318,ntp,rat,Oral,CHR,Carcinogenicity,1,0,day,78,week,1,1,346,systemic,pathology gross,mammary gland
DTXSID9020299,"510-15-6",Chlorobenzilate,6319,ntp,mouse,Oral,CHR,Carcinogenicity,1,0,day,78,week,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID9020299,"510-15-6",Chlorobenzilate,6319,ntp,mouse,Oral,CHR,Carcinogenicity,1,0,day,78,week,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID9020299,"510-15-6",Chlorobenzilate,6319,ntp,mouse,Oral,CHR,Carcinogenicity,1,0,day,78,week,1,1,346,systemic,pathology gross,mammary gland
DTXSID9020299,"510-15-6",Chlorobenzilate,6319,ntp,mouse,Oral,CHR,Carcinogenicity,1,0,day,78,week,1,0,346,systemic,pathology gross,mammary gland
DTXSID0021256,"599-79-1",Sulfasalazine,6324,ntp,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,week,105,week,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID0021256,"599-79-1",Sulfasalazine,6324,ntp,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,week,105,week,1,1,346,systemic,pathology gross,mammary gland
DTXSID0021256,"599-79-1",Sulfasalazine,6325,ntp,mouse,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,week,104,week,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID0021256,"599-79-1",Sulfasalazine,6325,ntp,mouse,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,week,104,week,1,1,346,systemic,pathology gross,mammary gland
DTXSID4020537,"147-24-0",Diphenhydramine hydrochloride,6335,ntp,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,2,year,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID4020537,"147-24-0",Diphenhydramine hydrochloride,6335,ntp,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,2,year,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID4020537,"147-24-0",Diphenhydramine hydrochloride,6335,ntp,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,2,year,1,1,346,systemic,pathology gross,mammary gland
DTXSID4020537,"147-24-0",Diphenhydramine hydrochloride,6335,ntp,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,2,year,1,0,346,systemic,pathology gross,mammary gland
DTXSID4020537,"147-24-0",Diphenhydramine hydrochloride,6336,ntp,mouse,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,2,year,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID4020537,"147-24-0",Diphenhydramine hydrochloride,6336,ntp,mouse,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,2,year,1,1,346,systemic,pathology gross,mammary gland
DTXSID0021464,"137-30-4",Ziram,6343,ntp,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,2,year,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID0021464,"137-30-4",Ziram,6343,ntp,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,2,year,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID0021464,"137-30-4",Ziram,6343,ntp,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,2,year,1,1,346,systemic,pathology gross,mammary gland
DTXSID0021464,"137-30-4",Ziram,6343,ntp,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,2,year,1,0,346,systemic,pathology gross,mammary gland
DTXSID0021464,"137-30-4",Ziram,6344,ntp,mouse,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,2,year,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID0021464,"137-30-4",Ziram,6344,ntp,mouse,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,2,year,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID0021464,"137-30-4",Ziram,6344,ntp,mouse,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,2,year,1,0,346,systemic,pathology gross,mammary gland
DTXSID0021464,"137-30-4",Ziram,6344,ntp,mouse,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,2,year,1,1,346,systemic,pathology gross,mammary gland
DTXSID6021456,"2783-94-0",FD&C Yellow 6,6351,ntp,mouse,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,2,year,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID6021456,"2783-94-0",FD&C Yellow 6,6351,ntp,mouse,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,2,year,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID6021456,"2783-94-0",FD&C Yellow 6,6351,ntp,mouse,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,2,year,1,1,346,systemic,pathology gross,mammary gland
DTXSID6021456,"2783-94-0",FD&C Yellow 6,6351,ntp,mouse,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,2,year,1,0,346,systemic,pathology gross,mammary gland
DTXSID6021456,"2783-94-0",FD&C Yellow 6,6352,ntp,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,2,year,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID6021456,"2783-94-0",FD&C Yellow 6,6352,ntp,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,2,year,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID6021456,"2783-94-0",FD&C Yellow 6,6352,ntp,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,2,year,1,1,346,systemic,pathology gross,mammary gland
DTXSID6021456,"2783-94-0",FD&C Yellow 6,6352,ntp,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,2,year,1,0,346,systemic,pathology gross,mammary gland
DTXSID6040371,"140-56-7",Fenaminosulf,6354,ntp,rat,Oral,CHR,Chronic toxicity,1,0,day,77,week,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID6040371,"140-56-7",Fenaminosulf,6354,ntp,rat,Oral,CHR,Chronic toxicity,1,0,day,77,week,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID6040371,"140-56-7",Fenaminosulf,6354,ntp,rat,Oral,CHR,Chronic toxicity,1,0,day,77,week,1,0,346,systemic,pathology gross,mammary gland
DTXSID6040371,"140-56-7",Fenaminosulf,6354,ntp,rat,Oral,CHR,Chronic toxicity,1,0,day,77,week,1,1,346,systemic,pathology gross,mammary gland
DTXSID6040371,"140-56-7",Fenaminosulf,6355,ntp,mouse,Oral,CHR,Chronic toxicity,1,0,day,77,week,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID6040371,"140-56-7",Fenaminosulf,6355,ntp,mouse,Oral,CHR,Chronic toxicity,1,0,day,77,week,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID6040371,"140-56-7",Fenaminosulf,6355,ntp,mouse,Oral,CHR,Chronic toxicity,1,0,day,77,week,1,0,346,systemic,pathology gross,mammary gland
DTXSID6040371,"140-56-7",Fenaminosulf,6355,ntp,mouse,Oral,CHR,Chronic toxicity,1,0,day,77,week,1,1,346,systemic,pathology gross,mammary gland
DTXSID1020699,"136-77-6","4-Hexylresorcinol",6363,ntp,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,2,year,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID1020699,"136-77-6","4-Hexylresorcinol",6363,ntp,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,2,year,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID1020699,"136-77-6","4-Hexylresorcinol",6363,ntp,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,2,year,1,1,346,systemic,pathology gross,mammary gland
DTXSID1020699,"136-77-6","4-Hexylresorcinol",6363,ntp,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,2,year,1,0,346,systemic,pathology gross,mammary gland
DTXSID1020699,"136-77-6","4-Hexylresorcinol",6364,ntp,mouse,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,2,year,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID1020699,"136-77-6","4-Hexylresorcinol",6364,ntp,mouse,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,2,year,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID1020699,"136-77-6","4-Hexylresorcinol",6364,ntp,mouse,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,2,year,1,1,346,systemic,pathology gross,mammary gland
DTXSID1020699,"136-77-6","4-Hexylresorcinol",6364,ntp,mouse,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,2,year,1,0,346,systemic,pathology gross,mammary gland
DTXSID2020262,"133-90-4",Chloramben,6369,ntp,rat,Oral,CHR,Carcinogenicity,1,0,day,80,week,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID2020262,"133-90-4",Chloramben,6369,ntp,rat,Oral,CHR,Carcinogenicity,1,0,day,80,week,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID2020262,"133-90-4",Chloramben,6369,ntp,rat,Oral,CHR,Carcinogenicity,1,0,day,80,week,1,0,346,systemic,pathology gross,mammary gland
DTXSID2020262,"133-90-4",Chloramben,6369,ntp,rat,Oral,CHR,Carcinogenicity,1,0,day,80,week,1,1,346,systemic,pathology gross,mammary gland
DTXSID2020262,"133-90-4",Chloramben,6370,ntp,mouse,Oral,CHR,Carcinogenicity,1,0,day,80,week,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID2020262,"133-90-4",Chloramben,6370,ntp,mouse,Oral,CHR,Carcinogenicity,1,0,day,80,week,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID2020262,"133-90-4",Chloramben,6370,ntp,mouse,Oral,CHR,Carcinogenicity,1,0,day,80,week,1,1,346,systemic,pathology gross,mammary gland
DTXSID2020262,"133-90-4",Chloramben,6370,ntp,mouse,Oral,CHR,Carcinogenicity,1,0,day,80,week,1,0,346,systemic,pathology gross,mammary gland
DTXSID6025692,"123-35-3",Myrcene,6374,ntp,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,2,year,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID6025692,"123-35-3",Myrcene,6374,ntp,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,2,year,1,1,346,systemic,pathology gross,mammary gland
DTXSID6025692,"123-35-3",Myrcene,6375,ntp,mouse,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,2,year,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID6025692,"123-35-3",Myrcene,6375,ntp,mouse,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,2,year,1,1,346,systemic,pathology gross,mammary gland
DTXSID7020710,"122-66-7","1,2-Diphenylhydrazine",6378,ntp,rat,Oral,CHR,Carcinogenicity,1,0,day,78,week,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID7020710,"122-66-7","1,2-Diphenylhydrazine",6378,ntp,rat,Oral,CHR,Carcinogenicity,1,0,day,78,week,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID7020710,"122-66-7","1,2-Diphenylhydrazine",6378,ntp,rat,Oral,CHR,Carcinogenicity,1,0,day,78,week,1,0,346,systemic,pathology gross,mammary gland
DTXSID7020710,"122-66-7","1,2-Diphenylhydrazine",6378,ntp,rat,Oral,CHR,Carcinogenicity,1,0,day,78,week,1,1,346,systemic,pathology gross,mammary gland
DTXSID7020710,"122-66-7","1,2-Diphenylhydrazine",6379,ntp,mouse,Oral,CHR,Carcinogenicity,1,0,day,78,week,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID7020710,"122-66-7","1,2-Diphenylhydrazine",6379,ntp,mouse,Oral,CHR,Carcinogenicity,1,0,day,78,week,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID7020710,"122-66-7","1,2-Diphenylhydrazine",6379,ntp,mouse,Oral,CHR,Carcinogenicity,1,0,day,78,week,1,1,346,systemic,pathology gross,mammary gland
DTXSID7020710,"122-66-7","1,2-Diphenylhydrazine",6379,ntp,mouse,Oral,CHR,Carcinogenicity,1,0,day,78,week,1,0,346,systemic,pathology gross,mammary gland
DTXSID8020597,"107-21-1",Ethylene glycol,6383,ntp,mouse,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,2,year,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID8020597,"107-21-1",Ethylene glycol,6383,ntp,mouse,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,2,year,1,1,346,systemic,pathology gross,mammary gland
DTXSID8020123,"103-33-3",Azobenzene,6386,ntp,rat,Oral,CHR,Carcinogenicity,0,0,day,2,year,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID8020123,"103-33-3",Azobenzene,6386,ntp,rat,Oral,CHR,Carcinogenicity,0,0,day,2,year,1,1,346,systemic,pathology gross,mammary gland
DTXSID8020123,"103-33-3",Azobenzene,6387,ntp,mouse,Oral,CHR,Carcinogenicity,1,0,day,2,year,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID8020123,"103-33-3",Azobenzene,6387,ntp,mouse,Oral,CHR,Carcinogenicity,1,0,day,2,year,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID8020123,"103-33-3",Azobenzene,6387,ntp,mouse,Oral,CHR,Carcinogenicity,1,0,day,2,year,1,0,346,systemic,pathology gross,mammary gland
DTXSID8020123,"103-33-3",Azobenzene,6387,ntp,mouse,Oral,CHR,Carcinogenicity,1,0,day,2,year,1,1,346,systemic,pathology gross,mammary gland
DTXSID6041636,"93-92-5","Benzenemethanol, alpha-methyl-, acetate",6394,ntp,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,2,year,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID6041636,"93-92-5","Benzenemethanol, alpha-methyl-, acetate",6394,ntp,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,2,year,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID6041636,"93-92-5","Benzenemethanol, alpha-methyl-, acetate",6394,ntp,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,2,year,1,1,346,systemic,pathology gross,mammary gland
DTXSID6041636,"93-92-5","Benzenemethanol, alpha-methyl-, acetate",6394,ntp,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,2,year,1,0,346,systemic,pathology gross,mammary gland
DTXSID6041636,"93-92-5","Benzenemethanol, alpha-methyl-, acetate",6395,ntp,mouse,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,2,year,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID6041636,"93-92-5","Benzenemethanol, alpha-methyl-, acetate",6395,ntp,mouse,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,2,year,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID6041636,"93-92-5","Benzenemethanol, alpha-methyl-, acetate",6395,ntp,mouse,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,2,year,1,1,346,systemic,pathology gross,mammary gland
DTXSID6041636,"93-92-5","Benzenemethanol, alpha-methyl-, acetate",6395,ntp,mouse,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,2,year,1,0,346,systemic,pathology gross,mammary gland
